Fecha,Hora,caudal m3 puelo
22/03/2022,10:46,224.000
22/03/2022,11:46,224.000
22/03/2022,12:46,224.000
22/03/2022,13:46,224.000
22/03/2022,14:46,224.000
22/03/2022,15:46,222.190
22/03/2022,16:46,222.190
22/03/2022,17:46,222.190
22/03/2022,18:46,222.190
22/03/2022,19:46,220.380
22/03/2022,20:46,222.190
22/03/2022,21:46,220.380
22/03/2022,22:46,218.570
22/03/2022,23:46,220.380
23/03/2022,00:46,220.380
23/03/2022,01:46,220.380
23/03/2022,02:46,220.380
23/03/2022,03:46,220.380
23/03/2022,04:46,225.810
23/03/2022,05:46,234.860
23/03/2022,06:46,241.571
23/03/2022,07:46,243.808
23/03/2022,08:46,243.808
23/03/2022,09:46,246.045
23/03/2022,10:46,243.808
23/03/2022,11:46,243.808
23/03/2022,12:46,243.808
23/03/2022,13:46,246.045
23/03/2022,14:46,246.045
23/03/2022,15:46,248.282
23/03/2022,16:46,248.282
23/03/2022,17:46,250.519
23/03/2022,18:46,250.519
23/03/2022,19:46,250.519
23/03/2022,20:46,252.756
23/03/2022,21:46,252.756
23/03/2022,22:46,252.756
23/03/2022,23:46,252.756
24/03/2022,00:46,254.993
24/03/2022,01:46,254.993
24/03/2022,02:46,254.993
24/03/2022,03:46,254.993
24/03/2022,04:46,254.993
24/03/2022,05:46,254.993
24/03/2022,06:46,254.993
24/03/2022,07:46,252.756
24/03/2022,08:46,254.993
24/03/2022,09:46,254.993
24/03/2022,10:46,252.756
24/03/2022,11:46,252.756
24/03/2022,12:46,252.756
24/03/2022,13:46,252.756
24/03/2022,14:46,252.756
24/03/2022,15:46,248.282
24/03/2022,16:46,248.282
24/03/2022,17:46,246.045
24/03/2022,18:46,246.045
24/03/2022,19:46,246.045
24/03/2022,20:46,246.045
24/03/2022,21:46,243.808
24/03/2022,22:46,243.808
24/03/2022,23:46,243.808
25/03/2022,00:46,243.808
25/03/2022,01:46,243.808
25/03/2022,02:46,243.808
25/03/2022,03:46,241.571
25/03/2022,04:46,241.571
25/03/2022,05:46,239.334
25/03/2022,06:46,239.334
25/03/2022,07:46,239.334
25/03/2022,08:46,239.334
25/03/2022,09:46,237.097
25/03/2022,10:46,234.860
25/03/2022,11:46,237.097
25/03/2022,12:46,234.860
25/03/2022,13:46,234.860
25/03/2022,14:46,234.860
25/03/2022,15:46,233.050
25/03/2022,16:46,233.050
25/03/2022,17:46,231.240
25/03/2022,18:46,231.240
25/03/2022,19:46,229.430
25/03/2022,23:46,227.620
26/03/2022,00:46,225.810
26/03/2022,01:46,227.620
26/03/2022,02:46,225.810
26/03/2022,03:46,224.000
26/03/2022,04:46,224.000
26/03/2022,05:46,225.810
26/03/2022,07:46,222.190
26/03/2022,08:46,222.190
26/03/2022,09:46,220.380
26/03/2022,10:46,220.380
26/03/2022,11:46,222.190
26/03/2022,13:46,220.380
26/03/2022,14:46,218.570
26/03/2022,15:46,216.760
26/03/2022,16:46,216.760
26/03/2022,17:46,216.760
26/03/2022,18:46,216.760
26/03/2022,19:46,216.760
26/03/2022,20:46,216.760
26/03/2022,21:46,216.760
26/03/2022,22:46,216.760
26/03/2022,23:46,216.760
27/03/2022,00:46,222.190
27/03/2022,01:46,224.000
27/03/2022,02:46,224.000
27/03/2022,03:46,227.620
27/03/2022,04:46,233.050
27/03/2022,05:46,237.097
27/03/2022,06:46,237.097
27/03/2022,07:46,237.097
27/03/2022,08:46,234.860
27/03/2022,09:46,234.860
27/03/2022,10:46,234.860
27/03/2022,11:46,233.050
27/03/2022,12:46,234.860
27/03/2022,13:46,234.860
27/03/2022,14:46,233.050
27/03/2022,15:46,234.860
27/03/2022,16:46,237.097
27/03/2022,17:46,234.860
27/03/2022,18:46,237.097
27/03/2022,19:46,237.097
27/03/2022,20:46,237.097
27/03/2022,21:46,234.860
27/03/2022,22:46,234.860
27/03/2022,23:46,234.860
28/03/2022,00:46,234.860
28/03/2022,01:46,233.050
28/03/2022,02:46,233.050
28/03/2022,03:46,234.860
28/03/2022,04:46,231.240
28/03/2022,05:46,233.050
28/03/2022,06:46,231.240
28/03/2022,07:46,229.430
28/03/2022,08:46,231.240
28/03/2022,09:46,229.430
28/03/2022,10:46,229.430
28/03/2022,11:46,227.620
28/03/2022,12:46,229.430
28/03/2022,13:46,229.430
28/03/2022,14:46,233.050
28/03/2022,15:46,237.097
28/03/2022,16:46,250.519
28/03/2022,17:46,267.366
28/03/2022,18:46,293.386
28/03/2022,19:46,306.906
28/03/2022,20:46,306.906
28/03/2022,21:46,306.906
28/03/2022,22:46,306.906
28/03/2022,23:46,312.484
29/03/2022,00:46,323.980
29/03/2022,01:46,329.728
29/03/2022,02:46,335.476
29/03/2022,03:46,338.350
29/03/2022,04:46,347.479
29/03/2022,05:46,347.479
29/03/2022,06:46,356.608
29/03/2022,07:46,362.694
29/03/2022,08:46,368.780
29/03/2022,09:46,371.993
29/03/2022,10:46,378.419
29/03/2022,11:46,381.632
29/03/2022,12:46,381.632
29/03/2022,13:46,381.632
29/03/2022,14:46,381.632
29/03/2022,15:46,381.632
29/03/2022,16:46,381.632
29/03/2022,17:46,381.632
29/03/2022,18:46,381.632
29/03/2022,19:46,378.419
29/03/2022,20:46,375.206
29/03/2022,21:46,375.206
29/03/2022,22:46,375.206
29/03/2022,23:46,368.780
30/03/2022,00:46,368.780
30/03/2022,01:46,368.780
30/03/2022,02:46,362.694
30/03/2022,03:46,362.694
30/03/2022,04:46,359.651
30/03/2022,05:46,356.608
30/03/2022,06:46,353.565
30/03/2022,07:46,350.522
30/03/2022,08:46,347.479
30/03/2022,09:46,347.479
30/03/2022,10:46,344.436
30/03/2022,11:46,341.393
30/03/2022,12:46,338.350
30/03/2022,13:46,335.476
30/03/2022,14:46,335.476
30/03/2022,15:46,329.728
30/03/2022,16:46,329.728
30/03/2022,17:46,326.854
30/03/2022,18:46,323.980
30/03/2022,19:46,321.106
30/03/2022,20:46,321.106
30/03/2022,21:46,318.232
30/03/2022,22:46,315.358
30/03/2022,23:46,315.358
31/03/2022,00:46,312.484
31/03/2022,01:46,309.610
31/03/2022,02:46,309.610
31/03/2022,03:46,306.906
31/03/2022,04:46,304.202
31/03/2022,05:46,304.202
31/03/2022,06:46,301.498
31/03/2022,07:46,301.498
31/03/2022,08:46,298.794
31/03/2022,09:46,298.794
31/03/2022,10:46,293.386
31/03/2022,11:46,296.090
31/03/2022,12:46,293.386
31/03/2022,13:46,293.386
31/03/2022,14:46,290.682
31/03/2022,15:46,287.978
31/03/2022,16:46,285.274
31/03/2022,17:46,285.274
31/03/2022,18:46,282.570
31/03/2022,19:46,280.036
31/03/2022,20:46,280.036
31/03/2022,21:46,277.502
31/03/2022,22:46,277.502
31/03/2022,23:46,277.502
01/04/2022,00:46,277.502
01/04/2022,01:46,274.968
01/04/2022,02:46,274.968
01/04/2022,03:46,274.968
01/04/2022,04:46,272.434
01/04/2022,05:46,272.434
01/04/2022,06:46,269.900
01/04/2022,07:46,269.900
01/04/2022,08:46,267.366
01/04/2022,09:46,269.900
01/04/2022,10:46,267.366
01/04/2022,11:46,267.366
01/04/2022,12:46,267.366
01/04/2022,13:46,264.832
01/04/2022,14:46,267.366
01/04/2022,15:46,264.832
01/04/2022,16:46,264.832
01/04/2022,17:46,262.298
01/04/2022,18:46,259.764
01/04/2022,19:46,259.764
01/04/2022,20:46,257.230
01/04/2022,21:46,259.764
01/04/2022,22:46,257.230
01/04/2022,23:46,257.230
02/04/2022,00:46,257.230
02/04/2022,01:46,257.230
02/04/2022,02:46,257.230
02/04/2022,03:46,257.230
02/04/2022,04:46,257.230
02/04/2022,05:46,254.993
02/04/2022,06:46,254.993
02/04/2022,07:46,252.756
02/04/2022,08:46,254.993
02/04/2022,09:46,252.756
02/04/2022,10:46,252.756
02/04/2022,11:46,252.756
02/04/2022,12:46,252.756
02/04/2022,13:46,252.756
02/04/2022,14:46,259.764
02/04/2022,15:46,269.900
02/04/2022,16:46,290.682
02/04/2022,17:46,326.854
02/04/2022,18:46,347.479
02/04/2022,19:46,353.565
02/04/2022,20:46,350.522
02/04/2022,21:46,344.436
02/04/2022,22:46,347.479
02/04/2022,23:46,350.522
03/04/2022,00:46,362.694
03/04/2022,01:46,368.780
03/04/2022,02:46,375.206
03/04/2022,03:46,384.845
03/04/2022,04:46,391.271
03/04/2022,05:46,394.484
03/04/2022,06:46,400.910
03/04/2022,07:46,400.910
03/04/2022,08:46,400.910
03/04/2022,09:46,400.910
03/04/2022,10:46,404.293
03/04/2022,11:46,400.910
03/04/2022,12:46,400.910
03/04/2022,13:46,397.697
03/04/2022,14:46,397.697
03/04/2022,15:46,394.484
03/04/2022,16:46,394.484
03/04/2022,17:46,388.058
03/04/2022,18:46,384.845
03/04/2022,19:46,384.845
03/04/2022,20:46,381.632
03/04/2022,21:46,381.632
03/04/2022,22:46,378.419
03/04/2022,23:46,375.206
04/04/2022,00:46,375.206
04/04/2022,01:46,371.993
04/04/2022,02:46,368.780
04/04/2022,03:46,368.780
04/04/2022,04:46,365.737
04/04/2022,05:46,362.694
04/04/2022,06:46,359.651
04/04/2022,07:46,359.651
04/04/2022,08:46,356.608
04/04/2022,09:46,356.608
04/04/2022,10:46,353.565
04/04/2022,11:46,350.522
04/04/2022,12:46,350.522
04/04/2022,13:46,347.479
04/04/2022,14:46,347.479
04/04/2022,15:46,347.479
04/04/2022,16:46,344.436
04/04/2022,17:46,344.436
04/04/2022,18:46,341.393
04/04/2022,19:46,338.350
04/04/2022,20:46,338.350
04/04/2022,21:46,335.476
04/04/2022,22:46,335.476
04/04/2022,23:46,335.476
05/04/2022,00:46,338.350
05/04/2022,01:46,338.350
05/04/2022,02:46,341.393
05/04/2022,03:46,344.436
05/04/2022,04:46,347.479
05/04/2022,05:46,350.522
05/04/2022,06:46,350.522
05/04/2022,07:46,350.522
05/04/2022,08:46,350.522
05/04/2022,09:46,353.565
05/04/2022,10:46,356.608
05/04/2022,11:46,362.694
05/04/2022,12:46,365.737
05/04/2022,13:46,371.993
05/04/2022,14:46,378.419
05/04/2022,15:46,384.845
05/04/2022,16:46,391.271
05/04/2022,17:46,400.910
05/04/2022,18:46,407.676
05/04/2022,19:46,414.442
05/04/2022,20:46,414.442
05/04/2022,21:46,421.208
05/04/2022,22:46,421.208
05/04/2022,23:46,424.591
06/04/2022,00:46,427.974
06/04/2022,01:46,431.357
06/04/2022,02:46,431.357
06/04/2022,03:46,431.357
06/04/2022,04:46,434.740
06/04/2022,05:46,434.740
06/04/2022,06:46,431.357
06/04/2022,07:46,438.292
06/04/2022,08:46,438.292
06/04/2022,09:46,438.292
06/04/2022,10:46,441.844
06/04/2022,11:46,445.396
06/04/2022,12:46,452.500
06/04/2022,13:46,452.500
06/04/2022,14:46,456.052
06/04/2022,15:46,459.604
06/04/2022,16:46,463.156
06/04/2022,17:46,466.708
06/04/2022,18:46,477.702
06/04/2022,19:46,481.423
06/04/2022,20:46,485.144
06/04/2022,21:46,492.586
06/04/2022,22:46,496.307
06/04/2022,23:46,496.307
07/04/2022,00:46,500.028
07/04/2022,01:46,507.470
07/04/2022,02:46,515.254
07/04/2022,03:46,519.146
07/04/2022,04:46,526.930
07/04/2022,05:46,534.714
07/04/2022,06:46,542.498
07/04/2022,07:46,554.510
07/04/2022,08:46,550.450
07/04/2022,09:46,554.510
07/04/2022,10:46,562.630
07/04/2022,11:46,566.690
07/04/2022,12:46,558.570
07/04/2022,13:46,558.570
07/04/2022,14:46,558.570
07/04/2022,15:46,558.570
07/04/2022,16:46,554.510
07/04/2022,17:46,546.390
07/04/2022,18:46,546.390
07/04/2022,19:46,546.390
07/04/2022,20:46,538.606
07/04/2022,21:46,534.714
07/04/2022,22:46,530.822
07/04/2022,23:46,523.038
08/04/2022,00:46,519.146
08/04/2022,01:46,515.254
08/04/2022,02:46,507.470
08/04/2022,03:46,500.028
08/04/2022,04:46,500.028
08/04/2022,05:46,492.586
08/04/2022,06:46,492.586
08/04/2022,07:46,485.144
08/04/2022,08:46,481.423
08/04/2022,09:46,473.981
08/04/2022,10:46,470.260
08/04/2022,11:46,470.260
08/04/2022,12:46,459.604
08/04/2022,13:46,459.604
08/04/2022,14:46,452.500
08/04/2022,15:46,448.948
08/04/2022,16:46,441.844
08/04/2022,17:46,438.292
08/04/2022,18:46,431.357
08/04/2022,19:46,427.974
08/04/2022,20:46,424.591
08/04/2022,21:46,424.591
08/04/2022,22:46,421.208
08/04/2022,23:46,417.825
09/04/2022,00:46,414.442
09/04/2022,01:46,414.442
09/04/2022,02:46,407.676
09/04/2022,03:46,407.676
09/04/2022,04:46,404.293
09/04/2022,05:46,400.910
09/04/2022,06:46,400.910
09/04/2022,07:46,397.697
09/04/2022,08:46,397.697
09/04/2022,09:46,391.271
09/04/2022,10:46,391.271
09/04/2022,11:46,388.058
09/04/2022,12:46,384.845
09/04/2022,13:46,384.845
09/04/2022,14:46,381.632
09/04/2022,15:46,381.632
09/04/2022,16:46,381.632
09/04/2022,17:46,384.845
09/04/2022,18:46,384.845
09/04/2022,19:46,388.058
09/04/2022,20:46,388.058
09/04/2022,21:46,391.271
09/04/2022,22:46,391.271
09/04/2022,23:46,391.271
10/04/2022,00:46,394.484
10/04/2022,01:46,391.271
10/04/2022,02:46,391.271
10/04/2022,03:46,388.058
10/04/2022,04:46,384.845
10/04/2022,05:46,388.058
10/04/2022,06:46,384.845
10/04/2022,07:46,384.845
10/04/2022,08:46,378.419
10/04/2022,09:46,381.632
10/04/2022,10:46,381.632
10/04/2022,11:46,378.419
10/04/2022,12:46,378.419
10/04/2022,13:46,375.206
10/04/2022,14:46,375.206
10/04/2022,15:46,368.780
10/04/2022,16:46,368.780
10/04/2022,17:46,365.737
10/04/2022,18:46,362.694
10/04/2022,19:46,362.694
10/04/2022,20:46,359.651
10/04/2022,21:46,356.608
10/04/2022,22:46,356.608
10/04/2022,23:46,353.565
11/04/2022,00:46,353.565
11/04/2022,01:46,350.522
11/04/2022,02:46,350.522
11/04/2022,03:46,347.479
11/04/2022,04:46,347.479
11/04/2022,05:46,344.436
11/04/2022,06:46,341.393
11/04/2022,07:46,341.393
11/04/2022,08:46,341.393
11/04/2022,09:46,335.476
11/04/2022,10:46,335.476
11/04/2022,11:46,335.476
11/04/2022,12:46,332.602
11/04/2022,13:46,332.602
11/04/2022,14:46,332.602
11/04/2022,15:46,329.728
11/04/2022,16:46,326.854
11/04/2022,17:46,326.854
11/04/2022,18:46,326.854
11/04/2022,19:46,326.854
11/04/2022,20:46,326.854
11/04/2022,21:46,326.854
11/04/2022,22:46,332.602
11/04/2022,23:46,335.476
12/04/2022,00:46,335.476
12/04/2022,01:46,338.350
12/04/2022,02:46,338.350
12/04/2022,03:46,338.350
12/04/2022,04:46,338.350
12/04/2022,05:46,335.476
12/04/2022,06:46,335.476
12/04/2022,07:46,335.476
12/04/2022,08:46,332.602
12/04/2022,09:46,332.602
12/04/2022,10:46,332.602
12/04/2022,11:46,332.602
12/04/2022,12:46,332.602
12/04/2022,13:46,332.602
12/04/2022,14:46,329.728
12/04/2022,15:46,326.854
12/04/2022,16:46,323.980
12/04/2022,17:46,326.854
12/04/2022,18:46,323.980
12/04/2022,19:46,323.980
12/04/2022,20:46,321.106
12/04/2022,21:46,321.106
12/04/2022,22:46,318.232
12/04/2022,23:46,318.232
13/04/2022,00:46,315.358
13/04/2022,01:46,315.358
13/04/2022,02:46,312.484
13/04/2022,03:46,309.610
13/04/2022,04:46,309.610
13/04/2022,05:46,309.610
13/04/2022,06:46,309.610
13/04/2022,07:46,306.906
13/04/2022,08:46,306.906
13/04/2022,09:46,304.202
13/04/2022,10:46,301.498
13/04/2022,11:46,301.498
13/04/2022,12:46,298.794
13/04/2022,13:46,298.794
13/04/2022,14:46,296.090
13/04/2022,15:46,293.386
13/04/2022,16:46,293.386
13/04/2022,17:46,290.682
13/04/2022,18:46,290.682
13/04/2022,19:46,290.682
13/04/2022,20:46,287.978
13/04/2022,21:46,287.978
13/04/2022,22:46,287.978
13/04/2022,23:46,287.978
14/04/2022,00:46,285.274
14/04/2022,01:46,282.570
14/04/2022,02:46,282.570
14/04/2022,03:46,282.570
14/04/2022,04:46,280.036
14/04/2022,05:46,277.502
14/04/2022,06:46,280.036
14/04/2022,07:46,277.502
14/04/2022,08:46,277.502
14/04/2022,09:46,274.968
14/04/2022,10:46,272.434
14/04/2022,11:46,274.968
14/04/2022,12:46,272.434
14/04/2022,13:46,269.900
14/04/2022,14:46,267.366
14/04/2022,15:46,267.366
14/04/2022,16:46,264.832
14/04/2022,17:46,264.832
14/04/2022,18:46,259.764
14/04/2022,19:46,262.298
14/04/2022,20:46,259.764
14/04/2022,21:46,257.230
14/04/2022,22:46,259.764
14/04/2022,23:46,259.764
15/04/2022,00:46,259.764
15/04/2022,01:46,257.230
15/04/2022,02:46,257.230
15/04/2022,03:46,254.993
15/04/2022,04:46,254.993
15/04/2022,05:46,254.993
15/04/2022,06:46,252.756
15/04/2022,07:46,252.756
15/04/2022,08:46,250.519
15/04/2022,09:46,252.756
15/04/2022,10:46,250.519
15/04/2022,11:46,250.519
15/04/2022,12:46,250.519
15/04/2022,13:46,248.282
15/04/2022,14:46,246.045
15/04/2022,15:46,246.045
15/04/2022,16:46,246.045
15/04/2022,17:46,248.282
15/04/2022,18:46,246.045
15/04/2022,19:46,248.282
15/04/2022,20:46,246.045
15/04/2022,21:46,246.045
15/04/2022,22:46,243.808
15/04/2022,23:46,243.808
16/04/2022,00:46,243.808
16/04/2022,01:46,241.571
16/04/2022,02:46,243.808
16/04/2022,03:46,243.808
16/04/2022,04:46,241.571
16/04/2022,05:46,239.334
16/04/2022,06:46,239.334
16/04/2022,07:46,241.571
16/04/2022,08:46,237.097
16/04/2022,09:46,239.334
16/04/2022,10:46,239.334
16/04/2022,11:46,237.097
16/04/2022,12:46,237.097
16/04/2022,13:46,237.097
16/04/2022,14:46,234.860
16/04/2022,15:46,234.860
16/04/2022,16:46,233.050
16/04/2022,17:46,233.050
16/04/2022,18:46,231.240
16/04/2022,19:46,231.240
16/04/2022,20:46,233.050
16/04/2022,21:46,233.050
16/04/2022,22:46,231.240
16/04/2022,23:46,231.240
17/04/2022,00:46,231.240
17/04/2022,01:46,231.240
17/04/2022,02:46,229.430
17/04/2022,03:46,229.430
17/04/2022,04:46,229.430
17/04/2022,05:46,229.430
17/04/2022,06:46,225.810
17/04/2022,07:46,225.810
17/04/2022,08:46,225.810
17/04/2022,09:46,227.620
17/04/2022,10:46,225.810
17/04/2022,11:46,225.810
17/04/2022,12:46,225.810
17/04/2022,13:46,224.000
17/04/2022,14:46,222.190
17/04/2022,15:46,222.190
17/04/2022,16:46,222.190
17/04/2022,17:46,222.190
17/04/2022,18:46,222.190
17/04/2022,19:46,220.380
17/04/2022,20:46,220.380
17/04/2022,21:46,220.380
17/04/2022,22:46,220.380
17/04/2022,23:46,220.380
18/04/2022,00:46,220.380
18/04/2022,01:46,220.380
18/04/2022,02:46,218.570
18/04/2022,03:46,218.570
18/04/2022,04:46,218.570
18/04/2022,05:46,216.760
18/04/2022,06:46,216.760
18/04/2022,07:46,216.760
18/04/2022,08:46,216.760
18/04/2022,09:46,216.760
18/04/2022,10:46,216.760
18/04/2022,11:46,216.760
18/04/2022,12:46,216.760
18/04/2022,13:46,215.218
18/04/2022,14:46,215.218
18/04/2022,15:46,215.218
18/04/2022,16:46,215.218
18/04/2022,17:46,213.676
18/04/2022,18:46,213.676
18/04/2022,19:46,213.676
18/04/2022,20:46,213.676
18/04/2022,21:46,213.676
18/04/2022,22:46,213.676
18/04/2022,23:46,212.134
19/04/2022,00:46,212.134
19/04/2022,01:46,212.134
19/04/2022,02:46,212.134
19/04/2022,03:46,212.134
19/04/2022,04:46,212.134
19/04/2022,05:46,212.134
19/04/2022,06:46,210.592
19/04/2022,07:46,210.592
19/04/2022,08:46,210.592
19/04/2022,09:46,210.592
19/04/2022,10:46,210.592
19/04/2022,11:46,210.592
19/04/2022,12:46,210.592
19/04/2022,13:46,209.050
19/04/2022,14:46,209.050
19/04/2022,15:46,209.050
19/04/2022,16:46,209.050
19/04/2022,17:46,209.050
19/04/2022,18:46,209.050
19/04/2022,19:46,209.050
19/04/2022,20:46,207.508
19/04/2022,21:46,207.508
19/04/2022,22:46,207.508
19/04/2022,23:46,207.508
20/04/2022,00:46,207.508
20/04/2022,01:46,207.508
20/04/2022,02:46,207.508
20/04/2022,03:46,207.508
20/04/2022,04:46,207.508
20/04/2022,05:46,207.508
20/04/2022,06:46,207.508
20/04/2022,07:46,205.966
20/04/2022,08:46,205.966
20/04/2022,09:46,205.966
20/04/2022,10:46,205.966
20/04/2022,11:46,205.966
20/04/2022,12:46,205.966
20/04/2022,13:46,205.966
20/04/2022,14:46,205.966
20/04/2022,15:46,204.424
20/04/2022,16:46,204.424
20/04/2022,17:46,204.424
20/04/2022,18:46,204.424
20/04/2022,19:46,204.424
20/04/2022,20:46,204.424
20/04/2022,21:46,204.424
20/04/2022,22:46,202.882
20/04/2022,23:46,202.882
21/04/2022,00:46,202.882
21/04/2022,01:46,202.882
21/04/2022,02:46,202.882
21/04/2022,03:46,204.424
21/04/2022,04:46,205.966
21/04/2022,05:46,209.050
21/04/2022,06:46,210.592
21/04/2022,07:46,218.570
21/04/2022,08:46,229.430
21/04/2022,09:46,246.045
21/04/2022,10:46,272.434
21/04/2022,11:46,298.794
21/04/2022,12:46,318.232
21/04/2022,13:46,338.350
21/04/2022,14:46,347.479
21/04/2022,15:46,350.522
21/04/2022,16:46,344.436
21/04/2022,17:46,344.436
21/04/2022,18:46,353.565
21/04/2022,19:46,365.737
21/04/2022,20:46,378.419
21/04/2022,21:46,394.484
21/04/2022,22:46,407.676
21/04/2022,23:46,421.208
22/04/2022,00:46,431.357
22/04/2022,01:46,438.292
22/04/2022,02:46,445.396
22/04/2022,03:46,452.500
22/04/2022,04:46,452.500
22/04/2022,05:46,448.948
22/04/2022,06:46,448.948
22/04/2022,07:46,452.500
22/04/2022,08:46,452.500
22/04/2022,09:46,448.948
22/04/2022,10:46,445.396
22/04/2022,11:46,441.844
22/04/2022,12:46,438.292
22/04/2022,13:46,434.740
22/04/2022,14:46,431.357
22/04/2022,15:46,431.357
22/04/2022,16:46,424.591
22/04/2022,17:46,424.591
22/04/2022,18:46,421.208
22/04/2022,19:46,421.208
22/04/2022,20:46,427.974
22/04/2022,21:46,445.396
22/04/2022,22:46,466.708
22/04/2022,23:46,500.028
23/04/2022,00:46,550.450
23/04/2022,01:46,612.376
23/04/2022,02:46,673.290
23/04/2022,03:46,709.850
23/04/2022,04:46,728.468
23/04/2022,05:46,747.424
23/04/2022,06:46,756.902
23/04/2022,07:46,795.828
23/04/2022,08:46,845.934
23/04/2022,09:46,902.979
23/04/2022,10:46,945.810
23/04/2022,11:46,978.487
23/04/2022,12:46,1023.180
23/04/2022,13:46,1023.180
23/04/2022,14:46,1040.280
23/04/2022,15:46,1028.770
23/04/2022,16:46,1028.770
23/04/2022,17:46,1028.770
23/04/2022,18:46,1034.530
23/04/2022,19:46,1012.010
23/04/2022,20:46,1017.600
23/04/2022,21:46,1040.280
23/04/2022,22:46,1040.280
23/04/2022,23:46,1069.060
24/04/2022,00:46,1086.330
24/04/2022,01:46,1086.330
24/04/2022,02:46,1080.570
24/04/2022,03:46,1098.180
24/04/2022,04:46,1127.810
24/04/2022,05:46,1110.030
24/04/2022,06:46,1157.780
24/04/2022,07:46,1151.690
24/04/2022,08:46,1176.070
24/04/2022,09:46,1176.070
24/04/2022,10:46,1176.070
24/04/2022,11:46,1188.260
24/04/2022,12:46,1200.450
24/04/2022,13:46,1237.880
24/04/2022,14:46,1244.140
24/04/2022,15:46,1256.670
24/04/2022,16:46,1269.200
24/04/2022,17:46,1256.670
24/04/2022,18:46,1262.930
24/04/2022,19:46,1294.940
24/04/2022,20:46,1282.070
24/04/2022,21:46,1250.410
24/04/2022,22:46,1275.640
24/04/2022,23:46,1219.080
25/04/2022,00:46,1269.200
25/04/2022,01:46,1275.640
25/04/2022,02:46,1231.610
25/04/2022,03:46,1219.080
25/04/2022,04:46,1212.820
25/04/2022,05:46,1212.820
25/04/2022,06:46,1219.080
25/04/2022,07:46,1212.820
25/04/2022,08:46,1212.820
25/04/2022,09:46,1194.360
25/04/2022,10:46,1194.360
25/04/2022,11:46,1188.260
25/04/2022,12:46,1169.970
25/04/2022,13:46,1169.970
25/04/2022,14:46,1151.690
25/04/2022,15:46,1157.780
25/04/2022,16:46,1151.690
25/04/2022,17:46,1157.780
25/04/2022,18:46,1133.740
25/04/2022,19:46,1182.170
25/04/2022,20:46,1176.070
25/04/2022,21:46,1200.450
25/04/2022,22:46,1231.610
25/04/2022,23:46,1256.670
26/04/2022,00:46,1307.810
26/04/2022,01:46,1307.810
26/04/2022,02:46,1340.150
26/04/2022,03:46,1314.250
26/04/2022,04:46,1301.380
26/04/2022,05:46,1294.940
26/04/2022,06:46,1294.940
26/04/2022,07:46,1275.640
26/04/2022,08:46,1294.940
26/04/2022,09:46,1288.500
26/04/2022,10:46,1282.070
26/04/2022,11:46,1288.500
26/04/2022,12:46,1262.930
26/04/2022,13:46,1275.640
26/04/2022,14:46,1269.200
26/04/2022,15:46,1256.670
26/04/2022,16:46,1225.340
26/04/2022,17:46,1231.610
26/04/2022,18:46,1225.340
26/04/2022,19:46,1225.340
26/04/2022,20:46,1206.550
26/04/2022,21:46,1200.450
26/04/2022,22:46,1206.550
26/04/2022,23:46,1151.690
27/04/2022,00:46,1182.170
27/04/2022,01:46,1133.740
27/04/2022,02:46,1145.590
27/04/2022,03:46,1133.740
27/04/2022,04:46,1104.110
27/04/2022,05:46,1115.960
27/04/2022,06:46,1115.960
27/04/2022,07:46,1086.330
27/04/2022,08:46,1098.180
27/04/2022,09:46,1080.570
27/04/2022,10:46,1063.310
27/04/2022,11:46,1063.310
27/04/2022,12:46,1057.550
27/04/2022,13:46,1063.310
27/04/2022,14:46,1028.770
27/04/2022,15:46,1034.530
27/04/2022,16:46,1012.010
27/04/2022,17:46,1017.600
27/04/2022,18:46,1017.600
27/04/2022,19:46,995.248
27/04/2022,20:46,1006.420
27/04/2022,21:46,972.900
27/04/2022,22:46,989.661
27/04/2022,23:46,956.646
28/04/2022,00:46,962.064
28/04/2022,01:46,962.064
28/04/2022,02:46,972.900
28/04/2022,03:46,945.810
28/04/2022,04:46,929.556
28/04/2022,05:46,940.392
28/04/2022,06:46,918.720
28/04/2022,07:46,934.974
28/04/2022,08:46,913.473
28/04/2022,09:46,908.226
28/04/2022,10:46,902.979
28/04/2022,11:46,892.485
28/04/2022,12:46,876.744
28/04/2022,13:46,887.238
28/04/2022,14:46,871.497
28/04/2022,15:46,866.250
28/04/2022,16:46,851.013
28/04/2022,17:46,856.092
28/04/2022,18:46,845.934
28/04/2022,19:46,835.776
28/04/2022,20:46,825.618
28/04/2022,21:46,825.618
28/04/2022,22:46,815.460
28/04/2022,23:46,805.644
29/04/2022,00:46,786.012
29/04/2022,01:46,790.920
29/04/2022,02:46,805.644
29/04/2022,03:46,786.012
29/04/2022,04:46,761.641
29/04/2022,05:46,766.380
29/04/2022,06:46,766.380
29/04/2022,07:46,756.902
29/04/2022,08:46,756.902
29/04/2022,09:46,747.424
29/04/2022,10:46,728.468
29/04/2022,11:46,728.468
29/04/2022,12:46,728.468
29/04/2022,13:46,718.990
29/04/2022,14:46,723.729
29/04/2022,15:46,714.420
29/04/2022,16:46,700.710
29/04/2022,17:46,700.710
29/04/2022,18:46,682.430
29/04/2022,19:46,687.000
29/04/2022,20:46,682.430
29/04/2022,21:46,677.860
29/04/2022,22:46,668.891
29/04/2022,23:46,664.492
30/04/2022,00:46,664.492
30/04/2022,01:46,664.492
30/04/2022,02:46,651.295
30/04/2022,03:46,646.896
